UserID,HandPhone-Accelerometer-TPR,HandPhone-Accelerometer-TNR,HandPhone-Accelerometer-Accuracy,HandTablet-Accelerometer-TPR,HandTablet-Accelerometer-TNR,HandTablet-Accelerometer-Accuracy,PocketPhone-Accelerometer-TPR,PocketPhone-Accelerometer-TNR,PocketPhone-Accelerometer-Accuracy,HandPhone-Gyroscope-TPR,HandPhone-Gyroscope-TNR,HandPhone-Gyroscope-Accuracy,HandTablet-Gyroscope-TPR,HandTablet-Gyroscope-TNR,HandTablet-Gyroscope-Accuracy,PocketPhone-Gyroscope-TPR,PocketPhone-Gyroscope-TNR,PocketPhone-Gyroscope-Accuracy
1,0.6133333333333333,0.64,0.6266666666666667,0.5066666666666667,0.68,0.5933333333333334,1.0,0.9276315789473685,0.9638157894736842,0.9444444444444444,0.5694444444444444,0.7569444444444444,0.8933333333333333,0.4,0.6466666666666666,0.990990990990991,0.7567567567567568,0.8738738738738738
